cube_version,source_id,medium,element,sample_type,method_scope,region,measurement_basis,observation_count,distinct_sample_count,independent_lineage_count,reported_coordinate_sample_count,valid_coordinate_sample_count,comparable_observation_count,covered_spatial_cells,spatial_grid
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,As,soil_subsoil,dataset,Angola,aqua_regia_quasi_total_air_dry_soil,45,45,1,45,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_subsoil,dataset,Mali,aqua_regia_quasi_total_air_dry_soil,16,16,1,16,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_subsoil,dataset,Mozambique,aqua_regia_quasi_total_air_dry_soil,7,7,1,7,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_subsoil,dataset,Niger,aqua_regia_quasi_total_air_dry_soil,11,11,1,11,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_subsoil,dataset,Nigeria,aqua_regia_quasi_total_air_dry_soil,19,19,1,19,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_subsoil,dataset,South Africa,aqua_regia_quasi_total_air_dry_soil,11,11,1,10,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_subsoil,dataset,Tanzania,aqua_regia_quasi_total_air_dry_soil,177,177,1,177,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_subsoil,dataset,Uganda,aqua_regia_quasi_total_air_dry_soil,110,110,1,110,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_subsoil,dataset,Zambia,aqua_regia_quasi_total_air_dry_soil,11,11,1,11,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_subsoil,dataset,Zimbabwe,aqua_regia_quasi_total_air_dry_soil,8,8,1,8,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_topsoil,dataset,Angola,aqua_regia_quasi_total_air_dry_soil,37,37,1,37,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_topsoil,dataset,Botswana,aqua_regia_quasi_total_air_dry_soil,29,29,1,29,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_topsoil,dataset,Cameroon,aqua_regia_quasi_total_air_dry_soil,9,9,1,9,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_topsoil,dataset,Ethiopia,aqua_regia_quasi_total_air_dry_soil,198,198,1,198,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_topsoil,dataset,Ghana,aqua_regia_quasi_total_air_dry_soil,1,1,1,1,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_topsoil,dataset,Guinea,aqua_regia_quasi_total_air_dry_soil,13,13,1,13,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_topsoil,dataset,Kenya,aqua_regia_quasi_total_air_dry_soil,159,159,1,159,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_topsoil,dataset,Madagascar,aqua_regia_quasi_total_air_dry_soil,165,165,1,104,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_topsoil,dataset,Mali,aqua_regia_quasi_total_air_dry_soil,12,12,1,12,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_topsoil,dataset,Mozambique,aqua_regia_quasi_total_air_dry_soil,8,8,1,8,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_topsoil,dataset,Niger,aqua_regia_quasi_total_air_dry_soil,13,13,1,13,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_topsoil,dataset,Nigeria,aqua_regia_quasi_total_air_dry_soil,16,16,1,16,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_topsoil,dataset,South Africa,aqua_regia_quasi_total_air_dry_soil,12,12,1,12,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_topsoil,dataset,Tanzania,aqua_regia_quasi_total_air_dry_soil,190,190,1,190,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_topsoil,dataset,Uganda,aqua_regia_quasi_total_air_dry_soil,112,112,1,112,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_topsoil,dataset,Zambia,aqua_regia_quasi_total_air_dry_soil,12,12,1,12,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Ni,soil_topsoil,dataset,Zimbabwe,aqua_regia_quasi_total_air_dry_soil,6,6,1,6,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_subsoil,dataset,Angola,aqua_regia_quasi_total_air_dry_soil,45,45,1,45,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_subsoil,dataset,Botswana,aqua_regia_quasi_total_air_dry_soil,30,30,1,30,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_subsoil,dataset,Burkina Faso,aqua_regia_quasi_total_air_dry_soil,2,2,1,2,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_subsoil,dataset,Cameroon,aqua_regia_quasi_total_air_dry_soil,6,6,1,6,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_subsoil,dataset,Ethiopia,aqua_regia_quasi_total_air_dry_soil,183,183,1,183,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_subsoil,dataset,Ghana,aqua_regia_quasi_total_air_dry_soil,1,1,1,1,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_subsoil,dataset,Guinea,aqua_regia_quasi_total_air_dry_soil,10,10,1,10,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_subsoil,dataset,Kenya,aqua_regia_quasi_total_air_dry_soil,181,181,1,181,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_subsoil,dataset,Madagascar,aqua_regia_quasi_total_air_dry_soil,182,182,1,118,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_subsoil,dataset,Mali,aqua_regia_quasi_total_air_dry_soil,16,16,1,16,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_subsoil,dataset,Mozambique,aqua_regia_quasi_total_air_dry_soil,7,7,1,7,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_subsoil,dataset,Niger,aqua_regia_quasi_total_air_dry_soil,11,11,1,11,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_subsoil,dataset,Nigeria,aqua_regia_quasi_total_air_dry_soil,19,19,1,19,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_subsoil,dataset,South Africa,aqua_regia_quasi_total_air_dry_soil,11,11,1,10,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_subsoil,dataset,Tanzania,aqua_regia_quasi_total_air_dry_soil,177,177,1,177,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_subsoil,dataset,Uganda,aqua_regia_quasi_total_air_dry_soil,110,110,1,110,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_subsoil,dataset,Zambia,aqua_regia_quasi_total_air_dry_soil,11,11,1,11,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_subsoil,dataset,Zimbabwe,aqua_regia_quasi_total_air_dry_soil,8,8,1,8,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_topsoil,dataset,Angola,aqua_regia_quasi_total_air_dry_soil,37,37,1,37,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_topsoil,dataset,Botswana,aqua_regia_quasi_total_air_dry_soil,29,29,1,29,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_topsoil,dataset,Cameroon,aqua_regia_quasi_total_air_dry_soil,9,9,1,9,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_topsoil,dataset,Ethiopia,aqua_regia_quasi_total_air_dry_soil,198,198,1,198,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_topsoil,dataset,Ghana,aqua_regia_quasi_total_air_dry_soil,1,1,1,1,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_topsoil,dataset,Guinea,aqua_regia_quasi_total_air_dry_soil,13,13,1,13,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_topsoil,dataset,Kenya,aqua_regia_quasi_total_air_dry_soil,159,159,1,159,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_topsoil,dataset,Madagascar,aqua_regia_quasi_total_air_dry_soil,165,165,1,104,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_topsoil,dataset,Mali,aqua_regia_quasi_total_air_dry_soil,12,12,1,12,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_topsoil,dataset,Mozambique,aqua_regia_quasi_total_air_dry_soil,8,8,1,8,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_topsoil,dataset,Niger,aqua_regia_quasi_total_air_dry_soil,13,13,1,13,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_topsoil,dataset,Nigeria,aqua_regia_quasi_total_air_dry_soil,16,16,1,16,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_topsoil,dataset,South Africa,aqua_regia_quasi_total_air_dry_soil,12,12,1,12,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_topsoil,dataset,Tanzania,aqua_regia_quasi_total_air_dry_soil,190,190,1,190,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_topsoil,dataset,Uganda,aqua_regia_quasi_total_air_dry_soil,112,112,1,112,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_topsoil,dataset,Zambia,aqua_regia_quasi_total_air_dry_soil,12,12,1,12,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Pb,soil_topsoil,dataset,Zimbabwe,aqua_regia_quasi_total_air_dry_soil,6,6,1,6,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_subsoil,dataset,Angola,aqua_regia_quasi_total_air_dry_soil,45,45,1,45,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_subsoil,dataset,Botswana,aqua_regia_quasi_total_air_dry_soil,30,30,1,30,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_subsoil,dataset,Burkina Faso,aqua_regia_quasi_total_air_dry_soil,2,2,1,2,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_subsoil,dataset,Cameroon,aqua_regia_quasi_total_air_dry_soil,6,6,1,6,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_subsoil,dataset,Ethiopia,aqua_regia_quasi_total_air_dry_soil,183,183,1,183,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_subsoil,dataset,Ghana,aqua_regia_quasi_total_air_dry_soil,1,1,1,1,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_subsoil,dataset,Guinea,aqua_regia_quasi_total_air_dry_soil,10,10,1,10,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_subsoil,dataset,Kenya,aqua_regia_quasi_total_air_dry_soil,181,181,1,181,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_subsoil,dataset,Madagascar,aqua_regia_quasi_total_air_dry_soil,182,182,1,118,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_subsoil,dataset,Mali,aqua_regia_quasi_total_air_dry_soil,16,16,1,16,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_subsoil,dataset,Mozambique,aqua_regia_quasi_total_air_dry_soil,7,7,1,7,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_subsoil,dataset,Niger,aqua_regia_quasi_total_air_dry_soil,11,11,1,11,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_subsoil,dataset,Nigeria,aqua_regia_quasi_total_air_dry_soil,19,19,1,19,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_subsoil,dataset,South Africa,aqua_regia_quasi_total_air_dry_soil,11,11,1,10,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_subsoil,dataset,Tanzania,aqua_regia_quasi_total_air_dry_soil,177,177,1,177,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_subsoil,dataset,Uganda,aqua_regia_quasi_total_air_dry_soil,110,110,1,110,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_subsoil,dataset,Zambia,aqua_regia_quasi_total_air_dry_soil,11,11,1,11,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_subsoil,dataset,Zimbabwe,aqua_regia_quasi_total_air_dry_soil,8,8,1,8,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_topsoil,dataset,Angola,aqua_regia_quasi_total_air_dry_soil,37,37,1,37,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_topsoil,dataset,Botswana,aqua_regia_quasi_total_air_dry_soil,29,29,1,29,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_topsoil,dataset,Cameroon,aqua_regia_quasi_total_air_dry_soil,9,9,1,9,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_topsoil,dataset,Ethiopia,aqua_regia_quasi_total_air_dry_soil,198,198,1,198,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_topsoil,dataset,Ghana,aqua_regia_quasi_total_air_dry_soil,1,1,1,1,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_topsoil,dataset,Guinea,aqua_regia_quasi_total_air_dry_soil,13,13,1,13,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_topsoil,dataset,Kenya,aqua_regia_quasi_total_air_dry_soil,159,159,1,159,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_topsoil,dataset,Madagascar,aqua_regia_quasi_total_air_dry_soil,165,165,1,104,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_topsoil,dataset,Mali,aqua_regia_quasi_total_air_dry_soil,12,12,1,12,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_topsoil,dataset,Mozambique,aqua_regia_quasi_total_air_dry_soil,8,8,1,8,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_topsoil,dataset,Niger,aqua_regia_quasi_total_air_dry_soil,13,13,1,13,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_topsoil,dataset,Nigeria,aqua_regia_quasi_total_air_dry_soil,16,16,1,16,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_topsoil,dataset,South Africa,aqua_regia_quasi_total_air_dry_soil,12,12,1,12,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_topsoil,dataset,Tanzania,aqua_regia_quasi_total_air_dry_soil,190,190,1,190,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_topsoil,dataset,Uganda,aqua_regia_quasi_total_air_dry_soil,112,112,1,112,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_topsoil,dataset,Zambia,aqua_regia_quasi_total_air_dry_soil,12,12,1,12,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,afsis-phase-i-wet-chemistry,soil,Zn,soil_topsoil,dataset,Zimbabwe,aqua_regia_quasi_total_air_dry_soil,6,6,1,6,0,0,0,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,australia-ngsa,sediment,As,sediment_outlet_bottom,dataset_parameter,NSW,ICP-MS reported concentration in <75 µm catchment-outlet sediment; BOS,161,161,1,161,161,161,68,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,australia-ngsa,sediment,As,sediment_outlet_bottom,dataset_parameter,NT,ICP-MS reported concentration in <75 µm catchment-outlet sediment; BOS,246,246,1,246,246,246,104,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,australia-ngsa,sediment,As,sediment_outlet_bottom,dataset_parameter,QLD,ICP-MS reported concentration in <75 µm catchment-outlet sediment; BOS,341,341,1,341,341,341,137,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,australia-ngsa,sediment,As,sediment_outlet_bottom,dataset_parameter,SA,ICP-MS reported concentration in <75 µm catchment-outlet sediment; BOS,176,176,1,176,176,176,76,canonical EPSG:4326 1-degree floor cell; observation coverage only
d1-v4-coverage-cube-v1,australia-ngsa,sediment,As,sediment_outlet_bottom,dataset_parameter,TAS,ICP-MS reported concentration in <75 µm catchment-outlet sediment; BOS,21,21,1,21,21,21,10,canonical EPSG:4326 1-degree floor cell; observation coverage only
